sample_id,category,mode,first_condition,second_condition,second_wrong_or_no_answer_to_first_correct,second_correct_to_first_wrong,second_protocol_violation_to_first_valid_answer,second_no_answer_to_first_answer
TPROMPTe2ae8879903b,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTeb5d2ac29103,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTeb5d2ac29103,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTeb5d2ac29103,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTeb5d2ac29103,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTeb5d2ac29103,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTeb5d2ac29103,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTef9011c29ddb,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTef9011c29ddb,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTef9011c29ddb,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTef9011c29ddb,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTef9011c29ddb,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTef9011c29ddb,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTf580f92c43df,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTf580f92c43df,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTf580f92c43df,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTf580f92c43df,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTf580f92c43df,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTf580f92c43df,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTf8a94a9faedf,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTf8a94a9faedf,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTf8a94a9faedf,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTf8a94a9faedf,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTf8a94a9faedf,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTf8a94a9faedf,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTf9789aa0279c,Color Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTf9789aa0279c,Color Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTf9789aa0279c,Color Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTf9789aa0279c,Color Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTf9789aa0279c,Color Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTf9789aa0279c,Color Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTffcbc8ce570f,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTffcbc8ce570f,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTffcbc8ce570f,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTffcbc8ce570f,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTffcbc8ce570f,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTffcbc8ce570f,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
