sample_id,category,condition,k_irrelevant,valid,suspicious,pred_answer_letter,raw_output_token_count,raw_output_char_count,max_new_tokens,output_near_max_new_tokens,contact_sheet_width,contact_sheet_height,processed_image_width,processed_image_height,text_input_token_count,total_model_input_length,estimated_visual_token_count,num_images
direct_attributes/sa_30935,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_30935,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_30935,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_31451,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_31451,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_31451,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_31451,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,51,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_31451,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_31511,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_31511,direct_attributes,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_31511,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_31511,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_31511,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_33492,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_33492,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_33492,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_33492,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_33492,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_33579,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,30,1085,4212,1
direct_attributes/sa_33579,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_33579,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_33579,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_33579,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_34040,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_34040,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_34040,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_34040,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_34040,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_3568,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_3568,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_3568,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_3568,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_3568,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_35748,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_35748,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_35748,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_35748,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_35748,direct_attributes,gt_plus_8_irrelevant,8,True,True,A,8,37,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_37675,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_37675,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_37675,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_37675,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_37675,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_38155,direct_attributes,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_38155,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_38155,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_38155,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_38155,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,36,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_38195,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_38195,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_38195,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_38195,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,1,1,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_38195,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_38610,direct_attributes,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_38610,direct_attributes,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_38610,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_38610,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_38610,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_38669,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,30,1085,4212,1
direct_attributes/sa_38669,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_38669,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_38669,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,1,1,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_38669,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,1,1,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_39518,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_39518,direct_attributes,gt_crop_only,0,False,True,,8,46,8,True,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_39518,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_39518,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_39518,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,46,8,True,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_39678,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_39678,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_39678,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_39678,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,47,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_39678,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,47,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_4020,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_4020,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_4020,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_4020,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_4020,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_40973,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_40973,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_40973,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_40973,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,8,40,8,True,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_40973,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,8,40,8,True,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_41908,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_41908,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_41908,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_41908,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,46,8,True,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_41908,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,46,8,True,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_4203,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_4203,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_4203,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_4203,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_4203,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_42562,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_42562,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_42562,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_42562,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_42562,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_42585,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_42585,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_42585,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_42585,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_42585,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_43391,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_43391,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_43391,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_43391,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_43391,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_44097,direct_attributes,original_only,0,True,False,C,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_44097,direct_attributes,gt_crop_only,0,True,False,C,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_44097,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_44097,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_44097,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_4460,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_4460,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_4460,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_4460,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_4460,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_4658,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_4658,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_4658,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_4658,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_4658,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_4690,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_4690,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_4690,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_4690,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_4690,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_47397,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_47397,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_47397,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_47397,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_47397,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_4988,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_4988,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_4988,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_4988,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_4988,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_50442,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_50442,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_50442,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_50442,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_50442,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_50451,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_50451,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_50451,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_50451,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_50451,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_51837,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_51837,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_51837,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_51837,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_51837,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_52155,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_52155,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_52155,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_52155,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_52155,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_5281,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_5281,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_5281,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_5281,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_5281,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_5346,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_5346,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_5346,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_5346,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_5346,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_5387,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_5387,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_5387,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_5387,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_5387,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_5413,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_5413,direct_attributes,gt_crop_only,0,True,False,A,8,35,8,True,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_5413,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_5413,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_5413,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_55332,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,30,1085,4212,1
direct_attributes/sa_55332,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_55332,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_55332,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_55332,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_55722,direct_attributes,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_55722,direct_attributes,gt_crop_only,0,False,True,,8,47,8,True,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_55722,direct_attributes,gt_plus_1_irrelevant,1,False,True,,8,47,8,True,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_55722,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,43,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_55722,direct_attributes,gt_plus_8_irrelevant,8,True,True,A,8,35,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_56573,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_56573,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_56573,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_56573,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_56573,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_5674,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_5674,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_5674,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_5674,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_5674,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_58805,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_58805,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_58805,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_58805,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_58805,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,51,8,True,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_59482,direct_attributes,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_59482,direct_attributes,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_59482,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_59482,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_59482,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_59664,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_59664,direct_attributes,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
