sample_id,category,condition,k_irrelevant,status,original_image_path,gt_crop_path,irrelevant_crop_paths,all_image_paths_used,gt_crop_position,gt_crop_hash,gt_crop_file_hash,gt_crop_width,gt_crop_height,original_image_hash,full_image_processed_hash,prompt_text,gt_answer_letter,gt_answer_text,model_raw_output,pred_answer_letter,pred_answer_text,correct,valid_output,input_token_count,estimated_visual_token_count,output_token_count,finish_reason,generation_time_sec,processor_min_pixels,processor_max_pixels,crop_long_side,attn_implementation,error_message
GPT4V-hard/4,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,outputs/crops/GPT4V-hard__4/gt.png,"[""outputs/crops/GPT4V-hard__4/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_00.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG"", ""outputs/crops/GPT4V-hard__4/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__4/gt.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__4/irrelevant_00.png""]",7,0f9688157dd9688f05581687676d2d80c70eba287a3f709250b46618a2b72168,e3047545128e764c0a8ff912943f00375f21e8a59404355a5b03b3384292fa06,448,301,97a1b5b06c30f2b6e762bb16469c9fc9c5def3cc1a5377f842433163501bd697,fb063d0942115ae66d34d77f707858588348c36c6d7348243974d242e9036e4a,"Based on the information of that white banner on the left, what activity is going to be held?
(A) A yard sale is going to be held.
(B) A soccer game is going to be held.
(C) A soccer game is going to be held.
(D) A BBQ is going to be held.",D,A BBQ is going to be held.,D,D,A BBQ is going to be held.,True,True,4349,14904,2,eos,3.2592,200704,1003520,448,sdpa,
GPT4V-hard/5,GPT4V-hard,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG""]",,,,,,a3110526cb2a581b916b7789fc5432f7ccce2afb30c8357800f6eaf13f8d66b6,b6956391964cea135eee72a6f18193d7f0ed34db1a0593be76f73ea5b73ab7e7,"At which conference did someone get that black mug?
(A) The black mug is gotten from NeurIPS.
(B) The black mug is gotten from SIGGRAPH.
(C) The black mug is gotten from ICCV.
(D) The black mug is gotten from CVPR.",B,The black mug is gotten from SIGGRAPH.,B,B,The black mug is gotten from SIGGRAPH.,True,True,1376,4988,2,eos,0.7790,200704,1003520,448,sdpa,
GPT4V-hard/5,GPT4V-hard,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,outputs/crops/GPT4V-hard__5/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG"", ""outputs/crops/GPT4V-hard__5/gt.png""]",1,e310304245828add0e98272221a4874632243e139161f217d96bc40d0208aa49,88430b3a57474db932c2a00154837bd3ce7ac0b9ad0cf2e979fd75e7fde0da75,401,448,a3110526cb2a581b916b7789fc5432f7ccce2afb30c8357800f6eaf13f8d66b6,b6956391964cea135eee72a6f18193d7f0ed34db1a0593be76f73ea5b73ab7e7,"At which conference did someone get that black mug?
(A) The black mug is gotten from NeurIPS.
(B) The black mug is gotten from SIGGRAPH.
(C) The black mug is gotten from ICCV.
(D) The black mug is gotten from CVPR.",B,The black mug is gotten from SIGGRAPH.,B,B,The black mug is gotten from SIGGRAPH.,True,True,1703,6076,2,eos,0.9949,200704,1003520,448,sdpa,
GPT4V-hard/5,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,outputs/crops/GPT4V-hard__5/gt.png,"[""outputs/crops/GPT4V-hard__5/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_03.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG"", ""outputs/crops/GPT4V-hard__5/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__5/gt.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__5/irrelevant_03.png""]",2,e310304245828add0e98272221a4874632243e139161f217d96bc40d0208aa49,88430b3a57474db932c2a00154837bd3ce7ac0b9ad0cf2e979fd75e7fde0da75,401,448,a3110526cb2a581b916b7789fc5432f7ccce2afb30c8357800f6eaf13f8d66b6,b6956391964cea135eee72a6f18193d7f0ed34db1a0593be76f73ea5b73ab7e7,"At which conference did someone get that black mug?
(A) The black mug is gotten from NeurIPS.
(B) The black mug is gotten from SIGGRAPH.
(C) The black mug is gotten from ICCV.
(D) The black mug is gotten from CVPR.",B,The black mug is gotten from SIGGRAPH.,B,B,The black mug is gotten from SIGGRAPH.,True,True,4290,14728,2,eos,3.2146,200704,1003520,448,sdpa,
GPT4V-hard/7,GPT4V-hard,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg""]",,,,,,be4aeb307de4d8ab63b6503ee8654d7904cda04484e69946f70847f75570f431,0028722b587414e5fdf5d8a328fde05c3fa474d3914bbe5148914f3b1043e452,"Based on the text on the glass cup, which university is it likely brought from?
(A) The glass cup is likely brought from UC Berkeley.
(B) The glass cup is likely brought from MIT.
(C) The glass cup is likely brought from Stanford University.
(D) The glass cup is likely brought from Carnegie Mellon University.",D,The glass cup is likely brought from Carnegie Mellon University.,B,B,The glass cup is likely brought from MIT.,False,True,1369,4920,2,eos,0.7694,200704,1003520,448,sdpa,
GPT4V-hard/7,GPT4V-hard,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,outputs/crops/GPT4V-hard__7/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg"", ""outputs/crops/GPT4V-hard__7/gt.png""]",1,7b2408f84a90bf586ba29f27f37b85d9eee487e10f2adecf79583b8939f959e0,c1dec38a90ae07eaf10692c1cb3b590007dcd5db5ff3506f997b95d550557ccc,257,448,be4aeb307de4d8ab63b6503ee8654d7904cda04484e69946f70847f75570f431,0028722b587414e5fdf5d8a328fde05c3fa474d3914bbe5148914f3b1043e452,"Based on the text on the glass cup, which university is it likely brought from?
(A) The glass cup is likely brought from UC Berkeley.
(B) The glass cup is likely brought from MIT.
(C) The glass cup is likely brought from Stanford University.
(D) The glass cup is likely brought from Carnegie Mellon University.",D,The glass cup is likely brought from Carnegie Mellon University.,D,D,The glass cup is likely brought from Carnegie Mellon University.,True,True,1710,6064,2,eos,0.9938,200704,1003520,448,sdpa,
GPT4V-hard/7,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,outputs/crops/GPT4V-hard__7/gt.png,"[""outputs/crops/GPT4V-hard__7/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_07.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg"", ""outputs/crops/GPT4V-hard__7/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__7/gt.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__7/irrelevant_07.png""]",3,7b2408f84a90bf586ba29f27f37b85d9eee487e10f2adecf79583b8939f959e0,c1dec38a90ae07eaf10692c1cb3b590007dcd5db5ff3506f997b95d550557ccc,257,448,be4aeb307de4d8ab63b6503ee8654d7904cda04484e69946f70847f75570f431,0028722b587414e5fdf5d8a328fde05c3fa474d3914bbe5148914f3b1043e452,"Based on the text on the glass cup, which university is it likely brought from?
(A) The glass cup is likely brought from UC Berkeley.
(B) The glass cup is likely brought from MIT.
(C) The glass cup is likely brought from Stanford University.
(D) The glass cup is likely brought from Carnegie Mellon University.",D,The glass cup is likely brought from Carnegie Mellon University.,D,D,The glass cup is likely brought from Carnegie Mellon University.,True,True,4314,14744,2,eos,3.2556,200704,1003520,448,sdpa,
GPT4V-hard/8,GPT4V-hard,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp""]",,,,,,52cc83bc4be6c850361c48e95aae39aeb4e70d4376bd862a726f4529022344e4,331c58d6def985b7e0fafc22fdad044acbd1c2b05e29fb489d6c5ce3db210469,"Where to buy a mug like this based on its logo?
(A) The mug can be bought from ThinkGeek.
(B) The mug can be bought from Amazon.
(C) The mug can be bought from Starbucks.
(D) The mug can be bought from GameStop.",C,The mug can be bought from Starbucks.,A,A,The mug can be bought from ThinkGeek.,False,True,1353,4896,2,eos,0.7595,200704,1003520,448,sdpa,
GPT4V-hard/8,GPT4V-hard,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,outputs/crops/GPT4V-hard__8/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp"", ""outputs/crops/GPT4V-hard__8/gt.png""]",1,8929eba9b38d1e7774ad962e9f43b0ac715423516fc64bad141ffdf407933543,b27a8dc19b8c4a5dd0ca103d35eac448a691855cd520c066b6a95e7006824dee,281,448,52cc83bc4be6c850361c48e95aae39aeb4e70d4376bd862a726f4529022344e4,331c58d6def985b7e0fafc22fdad044acbd1c2b05e29fb489d6c5ce3db210469,"Where to buy a mug like this based on its logo?
(A) The mug can be bought from ThinkGeek.
(B) The mug can be bought from Amazon.
(C) The mug can be bought from Starbucks.
(D) The mug can be bought from GameStop.",C,The mug can be bought from Starbucks.,C,C,The mug can be bought from Starbucks.,True,True,1681,5988,2,eos,0.9819,200704,1003520,448,sdpa,
GPT4V-hard/8,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,outputs/crops/GPT4V-hard__8/gt.png,"[""outputs/crops/GPT4V-hard__8/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_03.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp"", ""outputs/crops/GPT4V-hard__8/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__8/gt.png"", ""outputs/crops/GPT4V-hard__8/irrelevant_03.png""]",8,8929eba9b38d1e7774ad962e9f43b0ac715423516fc64bad141ffdf407933543,b27a8dc19b8c4a5dd0ca103d35eac448a691855cd520c066b6a95e7006824dee,281,448,52cc83bc4be6c850361c48e95aae39aeb4e70d4376bd862a726f4529022344e4,331c58d6def985b7e0fafc22fdad044acbd1c2b05e29fb489d6c5ce3db210469,"Where to buy a mug like this based on its logo?
(A) The mug can be bought from ThinkGeek.
(B) The mug can be bought from Amazon.
(C) The mug can be bought from Starbucks.
(D) The mug can be bought from GameStop.",C,The mug can be bought from Starbucks.,A,A,The mug can be bought from ThinkGeek.,False,True,4286,14668,2,eos,3.2507,200704,1003520,448,sdpa,
OCR/sa_17012,OCR,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg""]",,,,,,3628a1406a7b0063eb0c043c626dd17ada846a02db28f584a803863af3e72253,581a5082963918c76168cc6a1699262cc4c8cec39eec9838b87d3b6995a71c0f,"What is the brand of the bag?
(A) The brand of the bag is KIRSH.
(B) The brand of the bag is Prada.
(C) The brand of the bag is Coach.
(D) The brand of the bag is Gucci.",A,The brand of the bag is KIRSH.,A,A,The brand of the bag is KIRSH.,True,True,1373,4988,2,eos,0.7802,200704,1003520,448,sdpa,
OCR/sa_17012,OCR,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,outputs/crops/OCR__sa_17012/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg"", ""outputs/crops/OCR__sa_17012/gt.png""]",1,e3811033c1bce428f1ac16e0fc783f793e4ff11ba33e446a40b82c4eaee5eded,a4ceb65785538e914f9d7b38efbddcbb48ba3374a5e2e78a61cbd1f12ef3e7d4,390,448,3628a1406a7b0063eb0c043c626dd17ada846a02db28f584a803863af3e72253,581a5082963918c76168cc6a1699262cc4c8cec39eec9838b87d3b6995a71c0f,"What is the brand of the bag?
(A) The brand of the bag is KIRSH.
(B) The brand of the bag is Prada.
(C) The brand of the bag is Coach.
(D) The brand of the bag is Gucci.",A,The brand of the bag is KIRSH.,A,A,The brand of the bag is KIRSH.,True,True,1696,6068,2,eos,0.9973,200704,1003520,448,sdpa,
OCR/sa_17012,OCR,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,outputs/crops/OCR__sa_17012/gt.png,"[""outputs/crops/OCR__sa_17012/irrelevant_05.png"", ""outputs/crops/OCR__sa_17012/irrelevant_04.png"", ""outputs/crops/OCR__sa_17012/irrelevant_02.png"", ""outputs/crops/OCR__sa_17012/irrelevant_07.png"", ""outputs/crops/OCR__sa_17012/irrelevant_00.png"", ""outputs/crops/OCR__sa_17012/irrelevant_01.png"", ""outputs/crops/OCR__sa_17012/irrelevant_03.png"", ""outputs/crops/OCR__sa_17012/irrelevant_06.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg"", ""outputs/crops/OCR__sa_17012/gt.png"", ""outputs/crops/OCR__sa_17012/irrelevant_05.png"", ""outputs/crops/OCR__sa_17012/irrelevant_04.png"", ""outputs/crops/OCR__sa_17012/irrelevant_02.png"", ""outputs/crops/OCR__sa_17012/irrelevant_07.png"", ""outputs/crops/OCR__sa_17012/irrelevant_00.png"", ""outputs/crops/OCR__sa_17012/irrelevant_01.png"", ""outputs/crops/OCR__sa_17012/irrelevant_03.png"", ""outputs/crops/OCR__sa_17012/irrelevant_06.png""]",1,e3811033c1bce428f1ac16e0fc783f793e4ff11ba33e446a40b82c4eaee5eded,a4ceb65785538e914f9d7b38efbddcbb48ba3374a5e2e78a61cbd1f12ef3e7d4,390,448,3628a1406a7b0063eb0c043c626dd17ada846a02db28f584a803863af3e72253,581a5082963918c76168cc6a1699262cc4c8cec39eec9838b87d3b6995a71c0f,"What is the brand of the bag?
(A) The brand of the bag is KIRSH.
(B) The brand of the bag is Prada.
(C) The brand of the bag is Coach.
(D) The brand of the bag is Gucci.",A,The brand of the bag is KIRSH.,A,A,The brand of the bag is KIRSH.,True,True,4286,14760,2,eos,3.2324,200704,1003520,448,sdpa,
OCR/sa_17063,OCR,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg""]",,,,,,7d37b72c86f5efd18a1f7561a02121920514ac6eaa49888259df302886fce4a1,bfa2a1cd36ba4949a472bdb56fbad3a8e64582ccc8a0fc2a551b0fecf5e50c8e,"Tell me the number on the traffic light.
(A) The number on the traffic light is 19.
(B) The number on the traffic light is 91.
(C) The number on the traffic light is 11.
(D) The number on the traffic light is 1.",A,The number on the traffic light is 19.,D,D,The number on the traffic light is 1.,False,True,1381,4988,2,eos,0.7793,200704,1003520,448,sdpa,
OCR/sa_17063,OCR,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg,outputs/crops/OCR__sa_17063/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg"", ""outputs/crops/OCR__sa_17063/gt.png""]",1,6bd0d60f81a986a8f21049f5508af98d109961f133968e19d9faa7c5515ab8fd,f2037dade0d981bd3bd70b3e8ba7d1676919316a7290b26b814da80e6758573c,448,122,7d37b72c86f5efd18a1f7561a02121920514ac6eaa49888259df302886fce4a1,bfa2a1cd36ba4949a472bdb56fbad3a8e64582ccc8a0fc2a551b0fecf5e50c8e,"Tell me the number on the traffic light.
(A) The number on the traffic light is 19.
(B) The number on the traffic light is 91.
(C) The number on the traffic light is 11.
(D) The number on the traffic light is 1.",A,The number on the traffic light is 19.,A,A,The number on the traffic light is 19.,True,True,1712,6104,2,eos,1.0018,200704,1003520,448,sdpa,
OCR/sa_17063,OCR,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg,outputs/crops/OCR__sa_17063/gt.png,"[""outputs/crops/OCR__sa_17063/irrelevant_00.png"", ""outputs/crops/OCR__sa_17063/irrelevant_03.png"", ""outputs/crops/OCR__sa_17063/irrelevant_04.png"", ""outputs/crops/OCR__sa_17063/irrelevant_06.png"", ""outputs/crops/OCR__sa_17063/irrelevant_07.png"", ""outputs/crops/OCR__sa_17063/irrelevant_02.png"", ""outputs/crops/OCR__sa_17063/irrelevant_05.png"", ""outputs/crops/OCR__sa_17063/irrelevant_01.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg"", ""outputs/crops/OCR__sa_17063/irrelevant_00.png"", ""outputs/crops/OCR__sa_17063/irrelevant_03.png"", ""outputs/crops/OCR__sa_17063/irrelevant_04.png"", ""outputs/crops/OCR__sa_17063/irrelevant_06.png"", ""outputs/crops/OCR__sa_17063/irrelevant_07.png"", ""outputs/crops/OCR__sa_17063/irrelevant_02.png"", ""outputs/crops/OCR__sa_17063/irrelevant_05.png"", ""outputs/crops/OCR__sa_17063/gt.png"", ""outputs/crops/OCR__sa_17063/irrelevant_01.png""]",8,6bd0d60f81a986a8f21049f5508af98d109961f133968e19d9faa7c5515ab8fd,f2037dade0d981bd3bd70b3e8ba7d1676919316a7290b26b814da80e6758573c,448,122,7d37b72c86f5efd18a1f7561a02121920514ac6eaa49888259df302886fce4a1,bfa2a1cd36ba4949a472bdb56fbad3a8e64582ccc8a0fc2a551b0fecf5e50c8e,"Tell me the number on the traffic light.
(A) The number on the traffic light is 19.
(B) The number on the traffic light is 91.
(C) The number on the traffic light is 11.
(D) The number on the traffic light is 1.",A,The number on the traffic light is 19.,A,A,The number on the traffic light is 19.,True,True,4347,14952,2,eos,3.2988,200704,1003520,448,sdpa,
OCR/sa_18172,OCR,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg""]",,,,,,2c2d40eec5e16064355417352cb7547e1157e9bedec1a2dbe526f087b1256a49,07c846476baee298d3298e66a3ce720f57f28d27b3b54a2effcf50c08db63d6c,"Tell me the number on the boat.
(A) The number printed on the boat is K12.
(B) The number printed on the boat is K11.
(C) The number printed on the boat is K102.
(D) The number printed on the boat is K120.",A,The number printed on the boat is K12.,A,A,The number printed on the boat is K12.,True,True,1383,4988,2,eos,0.7772,200704,1003520,448,sdpa,
OCR/sa_18172,OCR,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg,outputs/crops/OCR__sa_18172/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg"", ""outputs/crops/OCR__sa_18172/gt.png""]",1,2efaf09be305d13353de6e857f87279da0d527d8a71e76def340b93ac4a1c3c8,016c51dc6aaddb9e25f649622b15f2ba667a2f2a45e2109f617b211914295065,448,103,2c2d40eec5e16064355417352cb7547e1157e9bedec1a2dbe526f087b1256a49,07c846476baee298d3298e66a3ce720f57f28d27b3b54a2effcf50c08db63d6c,"Tell me the number on the boat.
(A) The number printed on the boat is K12.
(B) The number printed on the boat is K11.
(C) The number printed on the boat is K102.
(D) The number printed on the boat is K120.",A,The number printed on the boat is K12.,A,A,The number printed on the boat is K12.,True,True,1708,6076,2,eos,0.9991,200704,1003520,448,sdpa,
OCR/sa_18172,OCR,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg,outputs/crops/OCR__sa_18172/gt.png,"[""outputs/crops/OCR__sa_18172/irrelevant_05.png"", ""outputs/crops/OCR__sa_18172/irrelevant_06.png"", ""outputs/crops/OCR__sa_18172/irrelevant_07.png"", ""outputs/crops/OCR__sa_18172/irrelevant_03.png"", ""outputs/crops/OCR__sa_18172/irrelevant_02.png"", ""outputs/crops/OCR__sa_18172/irrelevant_04.png"", ""outputs/crops/OCR__sa_18172/irrelevant_01.png"", ""outputs/crops/OCR__sa_18172/irrelevant_00.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg"", ""outputs/crops/OCR__sa_18172/gt.png"", ""outputs/crops/OCR__sa_18172/irrelevant_05.png"", ""outputs/crops/OCR__sa_18172/irrelevant_06.png"", ""outputs/crops/OCR__sa_18172/irrelevant_07.png"", ""outputs/crops/OCR__sa_18172/irrelevant_03.png"", ""outputs/crops/OCR__sa_18172/irrelevant_02.png"", ""outputs/crops/OCR__sa_18172/irrelevant_04.png"", ""outputs/crops/OCR__sa_18172/irrelevant_01.png"", ""outputs/crops/OCR__sa_18172/irrelevant_00.png""]",1,2efaf09be305d13353de6e857f87279da0d527d8a71e76def340b93ac4a1c3c8,016c51dc6aaddb9e25f649622b15f2ba667a2f2a45e2109f617b211914295065,448,103,2c2d40eec5e16064355417352cb7547e1157e9bedec1a2dbe526f087b1256a49,07c846476baee298d3298e66a3ce720f57f28d27b3b54a2effcf50c08db63d6c,"Tell me the number on the boat.
(A) The number printed on the boat is K12.
(B) The number printed on the boat is K11.
(C) The number printed on the boat is K102.
(D) The number printed on the boat is K120.",A,The number printed on the boat is K12.,A,A,The number printed on the boat is K12.,True,True,4408,15164,2,eos,3.4262,200704,1003520,448,sdpa,
