sample_id,question,category,gt_answer,final_answer,status,stop_reason,num_rounds,num_crops,runtime_seconds,total_output_tokens,peak_gpu_memory_mb,first_gt_coverage_10_turn,ever_gt_coverage_10_hit,raw_exact_match,official_normalized_match,official_judge_used,official_judge_result,official_judge_pending,official_final_correct,official_final_is_lower_bound
TPROMPTf1708d393345,How many people are in the poster on the wall that is obscured by the hanging green leaves?,Occluded Object Recognition,Two,4,completed,answer,5,4,17.198841150850058,560,16450.9697265625,1,True,False,False,True,False,False,False,False
TPROMPTb3612e8d6d1e,What is the oval object behind the white facial cleanser on the shelf?,Occluded Object Recognition,Cushion hairbrush,,completed,image_or_turn_cap,12,11,53.76093978062272,1636,16947.880859375,,False,False,False,True,,False,False,False
TPROMPT33ad5c10157a,"On a table covered with a white cloth in front of an empty yellow chair, what is the other partially obscured object besides the yellow one?",Occluded Object Recognition,Potted plant,,invalid,unparsed_model_output,5,4,64.50211561657488,2663,16396.12841796875,1,True,False,False,True,,False,False,False
TPROMPT8dd640832c5f,In which direction is the mouth of the fallen plastic bottle pointing?,Occluded Object Recognition,Front-left,The mouth of the fallen plastic bottle is pointing to the left.,completed,answer,3,2,12.238612785935402,336,16562.572265625,1,True,False,False,True,True,False,True,False
TPROMPTf75544649373,What is the object with pink handles to the left of the small folding table?,Occluded Object Recognition,Kids' scooter,The object with pink handles is a mop.,completed,answer,6,5,24.405956717208028,752,16643.232421875,1,True,False,False,True,False,False,False,False
TPROMPT176f197b8403,What is the senior wearing glasses holding in his hand?,Occluded Object Recognition,Water bottle,,completed,image_or_turn_cap,12,11,47.783404449000955,1340,16948.4970703125,1,True,False,False,True,,False,False,False
TPROMPT8628d17ba98b,What object is the toy figure on the corner of the windowsill holding with its right hand?,Occluded Object Recognition,Hat,,completed,image_or_turn_cap,12,11,56.581289844587445,1718,16980.31201171875,,False,False,False,True,,False,False,False
TPROMPT433eb7d38409,What shop is located downstairs from the room with the clothes drying pole in the picture?,Entity Recognition,阿福早餐,,completed,image_or_turn_cap,12,11,58.99488993734121,1519,17320.392578125,3,True,False,False,True,,False,False,False
TPROMPTb597efb6724c,How many '禁止长时间停车' traffic signs are there in total in the picture?,Occluded Object Recognition,3,,completed,image_or_turn_cap,12,11,57.65954966284335,1430,17523.771484375,1,True,False,False,True,,False,False,False
TPROMPT4ebc8e5a4604,What item is the yellow sign advertising?,Occluded Object Recognition,Fruit,,completed,image_or_turn_cap,12,11,47.4749812297523,1333,16963.38916015625,1,True,False,False,True,,False,False,False
TPROMPT1ba66b77a6b0,What kind of animal images are the two cartoon characters in the mural that is partially obscured by the corner of the hanging poster?,Occluded Object Recognition,Rabbits,The cartoon character in the mural is a bird.,completed,answer,4,3,10.846853548660874,397,16178.544921875,1,True,False,False,True,False,False,False,False
TPROMPT1c4e65857519,How many tower cranes are there in total next to the tall building outside the window?,Occluded Object Recognition,3,2,completed,answer,5,4,17.90722574852407,532,16541.26416015625,1,True,False,False,True,False,False,False,False
TPROMPT9676e8a997c3,What type of vehicle is behind the green bus?,Occluded Object Recognition,Taxi,The vehicle behind the green bus is a car.,completed,answer,3,2,11.27934292331338,360,16449.4912109375,1,True,False,False,True,False,False,False,False
TPROMPT7dfcef906dff,Can you tell me which direction the surveillance camera in the picture is facing?,Occluded Object Recognition,Bottom-left corner,The surveillance camera is facing downwards and slightly to the right.,completed,answer,4,3,14.179184269160032,440,16497.244140625,,False,False,False,True,False,False,False,False
TPROMPT86f9fc4b4507,What is the function of the items posted on the back of the proprietress's wooden table?,Occluded Object Recognition,Receiving payment,"The items posted on the back of the proprietress's wooden table, including a calendar and a blue sign, serve multiple functions. The calendar is used for keeping track of dates. The blue sign contains contact information, such as a phone number and possibly an address, which allows customers to contact the shop.",completed,answer,4,3,19.98399669677019,692,16507.03466796875,,False,False,False,True,False,False,False,False
TPROMPT14acb1f8302e,"Look, on the second-floor balcony, what is the object partially obscured by the railings and flower pots?",Occluded Object Recognition,outdoor condenser unit,,completed,image_or_turn_cap,12,11,63.470747308805585,1483,17408.3828125,1,True,False,False,True,,False,False,False
TPROMPTfb3db478a89d,What color is the bag held by the person behind the sign containing the text '牛尾' in the picture?,Occluded Object Recognition,Red,red,completed,answer,4,3,25.791033517569304,517,17649.27294921875,1,True,False,True,False,,False,True,False
TPROMPTf6d2b9edb7b2,What word is written above 'Garden' in the image?,OCR Recognition,Inn,Hilton,completed,answer,4,3,29.285516114905477,572,17873.92578125,2,True,False,False,True,False,False,False,False
TPROMPT303869e65fa6,What is the text content with white characters on a red background in the gap between the building wall and the pillar in the image?,Occluded Object Recognition,足美,JIGUANG FRIED CHICKEN,completed,answer,3,2,17.027369963005185,327,17260.0712890625,,False,False,False,True,False,False,False,False
TPROMPT3af283993b4f,What orange object is blocked by the tree with the blue-and-white '24/7' sign hanging on it?,Occluded Object Recognition,An electric scooter,The orange object is a scooter.,completed,answer,7,6,55.42205449193716,882,18592.79736328125,1,True,False,False,True,True,False,True,False
TPROMPTf0730a4d99d6,"Looking at the image, what are the last two letters of the sign behind the red 'CAFE BAR OPEN' sign that is partially obscured by the eaves?",Occluded Object Recognition,NS,ar,completed,answer,3,2,13.396011777222157,353,16795.0625,1,True,False,False,True,False,False,False,False
TPROMPT70cc4aa9b0ad,Can you see what the obscured text content at the end of the pink sign below '年青人眼镜' is?,Occluded Object Recognition,莎莎,,oom,oom,12,11,136.99403594247997,996,22423.8291015625,1,True,False,False,True,,False,False,False
TPROMPTf6a13a535901,What color is the bag being carried by the person pulling the black suitcase?,Color Recognition,Fuchsia,red,completed,answer,5,4,29.11223927140236,616,17296.7587890625,1,True,False,False,True,False,False,False,False
TPROMPT88392d5bae9d,What are the three letters before the '。' in the partially obscured text to the left of the traffic light in the center of the image?,Occluded Object Recognition,SAY,,invalid,unparsed_model_output,5,4,72.6944086831063,2502,17279.89111328125,1,True,False,False,True,,False,False,False
TPROMPT4db4a1e6a431,Do you know what the blue sign near the stairway entrance in the picture means?,Occluded Object Recognition,Bus lane sign,,completed,image_or_turn_cap,12,11,63.53998504392803,1403,17486.85009765625,1,True,False,False,True,,False,False,False
TPROMPTd8cea30a3f40,"To the left of the building on the right side of the image, what is the white object partially obscured by plants?",Occluded Object Recognition,Small truck,,completed,image_or_turn_cap,12,11,70.95215370692313,1446,17737.19140625,1,True,False,False,True,,False,False,False
TPROMPT77a09000c1fe,Please state the content of the white text with a blue background that is obscured by the red canopy in the picture.,Occluded Object Recognition,通银行（香港）,,completed,image_or_turn_cap,12,11,126.8837021291256,1610,20868.54150390625,1,True,False,False,True,,False,False,False
TPROMPTcf226d5030b8,"On the red sign located to the upper right of the green sign with a white 'm', what is the first word?",Occluded Object Recognition,GIFT,BURGER,completed,answer,4,3,27.11731114797294,492,17687.7314453125,1,True,False,False,True,False,False,False,False
TPROMPT6a35efbe56dd,What is the content of the sign above the red '忠于原味' sign in the picture?,Occluded Object Recognition,大明星戏院,,completed,image_or_turn_cap,12,11,101.10437841899693,2081,18939.53515625,,False,False,False,True,,False,False,False
TPROMPT5aefd2ab4c87,"It is not very clear what the content on the first floor of the building with the 'CLARA' text is, as it is partially obscured by the tents. Could you please tell me what it says?",Occluded Object Recognition,CIMB BA,,completed,image_or_turn_cap,12,11,80.58511746302247,1816,18029.14697265625,,False,False,False,True,,False,False,False
TPROMPT67850947f5da,What is the bottom row of numbers on the license plate of the electric bike ridden by the man in the gray top in the picture?,OCR Recognition,826.85,82685,completed,answer,5,4,28.12657905369997,613,17295.26025390625,1,True,False,False,True,True,False,True,False
TPROMPT378b8f698c05,Identify what the obscured sign above the black car in the image is.,Occluded Object Recognition,Bus stop sign,,completed,image_or_turn_cap,12,11,60.88377967104316,1396,17378.76708984375,1,True,False,False,True,,False,False,False
TPROMPTf33ce6bcff4e,What is the partially obscured object between the woman in the red dress in the center of the image and the large tree on the right?,Occluded Object Recognition,An electric scooter,"The partially obscured object is a person, who appears to be a man in a black shirt, standing behind the tree and looking at his phone.",completed,answer,6,5,35.751984572038054,861,17324.56298828125,1,True,False,False,True,False,False,False,False
TPROMPTc04e48bbc232,What exactly is the traffic sign on the lamp post on the left in the picture?,Occluded Object Recognition,No left turn,"The traffic sign on the lamp post on the left is a ""no left turn"" sign.",completed,answer,4,3,19.79782024770975,511,16930.1318359375,1,True,False,False,True,True,False,True,False
TPROMPT9fae2cd40e06,Can you tell me the position of the white power outlet relative to the puppy wearing a white and red hat?,Spatial Relationship,To the bottom right,,completed,image_or_turn_cap,12,11,53.86095294356346,1529,17052.4462890625,1,True,False,False,True,,False,False,False
TPROMPT5013d9f0a3b0,"What is the girl in the black skirt, who is to the right of the boy in purple clothes next to the clown, holding in her hand?",Spatial Relationship,A bag,,completed,image_or_turn_cap,12,11,72.84744442626834,1724,17970.02685546875,4,True,False,False,True,,False,False,False
TPROMPTdd3cd69fde68,Can you tell me who is standing in front of the man scratching his head?,Spatial Relationship,A little boy in yellow clothes,A woman in a black dress is standing in front of the man scratching his head.,completed,answer,4,3,15.30204239487648,464,16552.06005859375,,False,False,False,True,False,False,False,False
TPROMPTe1922b8f0404,Do you know what is written on the sign below the ice cream?,Spatial Relationship,炸鲜奶,,completed,image_or_turn_cap,12,11,51.700877379626036,1404,17107.62353515625,,False,False,False,True,,False,False,False
TPROMPT1774720d97d9,What color clothes is the man eating a banana wearing?,Color Recognition,Green,,completed,image_or_turn_cap,12,11,48.43679532408714,1664,16703.65771484375,,False,False,False,True,,False,False,False
TPROMPT8f6f95bc1628,What color are the hands of the doll holding a water cup with both hands?,Color Recognition,Black,white,completed,answer,5,4,19.93953707255423,613,16566.4541015625,1,True,False,False,True,False,False,False,False
TPROMPT727f619343da,Do you see what the item behind a water cup is?,Spatial Relationship,Doll,"Yes, the item behind the water cup is a Chanel box.",completed,answer,5,4,19.987014908343554,660,16508.85888671875,,False,False,False,True,False,False,False,False
TPROMPTf8a94a9faedf,What is the number to the right of 36?,Spatial Relationship,12,,completed,image_or_turn_cap,12,11,59.743381110951304,1749,17108.07470703125,3,True,False,False,True,,False,False,False
TPROMPTfcde76eaeb49,What is written to the right of '想见面集合'?,Spatial Relationship,要开心烤肉,要开心瘦肉,completed,answer,7,6,26.638942858204246,727,16834.11083984375,2,True,False,False,True,False,False,False,False
TPROMPTe1d8627867cc,What is the name of the shop to the right of '时尚连潮'?,Spatial Relationship,六月红,,completed,image_or_turn_cap,12,11,47.22780046798289,1253,16891.2626953125,,False,False,False,True,,False,False,False
TPROMPTe98c57cad61b,Can you tell me what the Chinese character above '牛' to the right of the arrow is?,Spatial Relationship,杯,,completed,image_or_turn_cap,12,11,50.9765216819942,1343,17058.70654296875,,False,False,False,True,,False,False,False
TPROMPT42a1f591e921,"On the 1st floor, what color is the bag carried by the woman in the dark long dress who is directly behind the man holding two light sticks?",Spatial Relationship,Yellow,black,completed,answer,4,3,17.840891130268574,520,16725.404296875,1,True,False,False,True,False,False,False,False
TPROMPTb8db929c9dcd,What is written above '铁签烤牛肉'?,Spatial Relationship,烤官,,completed,image_or_turn_cap,12,11,44.392063945531845,1162,16952.43505859375,,False,False,False,True,,False,False,False
TPROMPT892be3409102,"Behind the person in black clothes with their hands on their hips, there is a person in a green dress; is she holding anything in her arms?",Spatial Relationship,A child,,completed,image_or_turn_cap,12,11,58.466871447861195,1699,17039.39453125,,False,False,False,True,,False,False,False
TPROMPTa2697c72db83,What phrase is to the right of '小炒黄牛肉'?,Spatial Relationship,认准辣可可,认准辣可可,completed,answer,3,2,10.487428041175008,322,16455.14599609375,1,True,True,True,False,,False,True,False
TPROMPT0000ab2db273,"I'd like to ask, what are the two English letters below the character '间'?",Spatial Relationship,ET,,completed,image_or_turn_cap,12,11,48.99350985325873,1305,16979.72021484375,1,True,False,False,True,,False,False,False
TPROMPT15c77d450686,Can you tell me what is written above '颜料'?,Spatial Relationship,化工,化工,completed,answer,4,3,13.446764469146729,419,16464.93212890625,1,True,True,True,False,,False,True,False
TPROMPT9404003b799f,Do you know which two characters are written to the right of '杭州宝岛'?,Spatial Relationship,眼镜,,completed,image_or_turn_cap,12,11,67.69995543174446,1764,17443.912109375,3,True,False,False,True,,False,False,False
TPROMPTb47e9914e0a5,What is written below '优格'?,Spatial Relationship,工坊,,completed,image_or_turn_cap,12,11,64.7784938365221,1612,17782.5283203125,2,True,False,False,True,,False,False,False
TPROMPT6eca86c3bd8c,Can you tell me what is written to the right of '东北炖鸡'?,Spatial Relationship,大王,,completed,image_or_turn_cap,12,11,68.49822725914419,1962,17440.16796875,1,True,False,False,True,,False,False,False
TPROMPT08c724f096a1,What is written above '真冰滑冰场'?,Spatial Relationship,冰河湾,,completed,image_or_turn_cap,12,11,60.922281075268984,1840,17110.314453125,1,True,False,False,True,,False,False,False
TPROMPT6760aafeebfb,What is hanging to the right of the bookshelf where the bear doll is located?,Spatial Relationship,A bag,,completed,image_or_turn_cap,12,11,60.52620795741677,1867,17035.3798828125,,False,False,False,True,,False,False,False
TPROMPT4636b72ec2d0,"In this picture, what is the English text above 'CAFE'?",Spatial Relationship,CUSTOMA,,completed,image_or_turn_cap,12,11,55.319017332047224,1672,16987.35546875,,False,False,False,True,,False,False,False
